Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Family_label	Cluster_id
4V8E_AA:744-745_810-812	0.252181	-0.091404	0.161725	0.095449	-0.201704	0.198855	-0.124989	-0.016862	-0.05101	0.09616	0.107885	-0.085166	-0.246702	-0.047902	0.023003	0.060754	0.044959	0.043338	0.239525	0.142663	0.246727	0.012826	-0.297105	-0.255128	0.012842	0.215086	0.031187	0.226247	-0.138378	-0.163554	0.078349	0.053279	-0.033738	-0.141822	0.011237	-0.210678	-0.079969	0.209484	-0.294681	-0.12119	-0.07575	-0.255799	-0.163324	0.027602	-0.089458	0.109706	0.074646	-0.03578	0.10739	-0.0603	-0.210134	0.024167	-0.106122	-0.164871	0.440999	0.267688	0.004605	-0.095661	-0.087178	0.055486	-0.041608	-0.206396	-0.060979	-0.05931	IL	601
4V6X_B2:939-941_1015-1016	0.210529	-0.052919	0.170402	0.105065	-0.304082	0.206993	0.036181	0.127002	0.057475	0.172966	-0.153249	-0.058483	-0.228165	0.085496	-0.363529	-0.002255	-0.235288	-0.384132	0.282685	0.396595	0.071971	-0.158993	-0.348135	0.004104	-0.167698	0.127887	0.26142	0.113272	-0.190735	-0.21511	0.148576	-0.013801	-0.171582	-0.157383	0.057208	-0.037735	0.079735	-0.04347	-0.184073	0.067832	-0.058988	-0.227466	0.109305	0.03445	0.065023	-0.072554	-0.07706	-0.06488	0.011575	-0.191637	-0.216605	0.140116	-0.336532	-0.236611	0.146096	0.481244	-0.189743	0.029313	-0.007495	-0.228843	0.069918	0.11326	-0.090329	0.171084	IL	1369
7OTC_A:1863-1866_1873-1877	-0.010901	0.084136	-0.044829	0.133333	0.058557	0.087311	0.04854	0.274814	-0.080704	0.150949	0.020825	-0.303492	-0.190241	0.174766	-0.359146	0.041091	-0.025804	-0.006104	-0.066916	0.005974	0.230761	0.185495	0.057947	0.124746	-0.127233	-0.071103	-0.070516	0.172815	0.146475	-0.123921	0.148275	-0.137252	0.128425	-0.088552	0.017376	-0.049693	0.016398	0.019948	0.210305	-0.02374	-0.039262	0.039332	-0.049487	0.137744	0.14259	0.072411	-0.135839	-0.079919	0.005373	0.088285	0.070144	0.025382	-0.026621	0.123294	0.067948	0.092005	-0.321632	-0.147196	-0.017299	-0.099178	0.024083	0.059377	-0.066509	-0.084673	IL	1980
7LHD_A:891-893_903-905	0.202271	-0.128999	-0.018558	0.095063	-0.117656	0.091712	0.056564	0.154033	0.022718	0.06707	0.107246	-0.08153	-0.279971	0.054478	-0.323316	0.047603	0.022042	-0.084638	-0.035097	0.311679	0.101958	0.003037	-0.099178	-0.06976	-0.165801	0.077568	0.022675	0.085945	-0.063186	0.180195	0.267606	-0.079147	-0.047597	0.047541	0.115831	0.243785	-0.050483	0.049518	0.001604	-0.057515	0.070183	-0.197378	-0.011328	-0.008464	0.246657	0.19543	-0.041261	0.02461	0.080202	0.060925	-0.107276	-0.01992	-0.151276	-0.079375	0.080365	0.086721	0.000805	-0.051519	0.031066	-0.105234	0.022327	-0.139084	-0.018111	0.011759	IL	2196
6ZM7_L5:2565-2572_2592-2596	0.244811	0.031537	0.130252	0.089306	-0.137307	-0.050048	0.234394	0.127598	-0.0385	0.061974	0.494957	-0.056418	0.03666	0.05742	-0.101902	0.159786	0.044322	0.122977	0.056279	0.353775	0.105182	-0.080673	0.168	-0.022408	-0.019902	-0.063486	-0.138758	-0.170054	-0.199429	0.022096	0.223232	-0.098512	-0.160108	0.140363	0.340278	-0.002328	-0.021045	-0.012042	-0.04308	-0.184823	0.099827	0.248275	0.07293	0.045665	0.167118	0.266865	0.05236	-0.078737	0.459262	-0.066258	0.047919	0.187406	-0.135142	0.073796	0.261299	0.002085	-0.075259	0.121195	0.148921	0.184546	0.048953	-0.164226	0.114682	-0.292888	IL	355
4V4B_AA:590-594_767-771	0.193089	-0.077328	-0.181343	0.108099	-0.129024	-0.030454	0.243083	0.043073	0.015518	-0.003892	0.18244	0.121644	-0.113576	-0.074839	-0.033208	-0.048632	0.067388	0.13574	0.071601	0.296093	0.211377	-0.010418	0.035097	-0.124986	0.156416	-0.035398	-0.018582	-0.011815	-0.115534	-0.262857	0.274556	-0.000635	0.160292	-0.091775	0.048564	-0.281794	0.090652	0.077298	0.059322	0.03259	-0.160721	-0.091059	-0.030453	0.059714	0.323564	0.075888	0.02712	-0.096418	0.1055	-0.100656	0.013961	0.049934	0.121253	0.063454	0.352051	-0.229976	-0.043024	-0.03749	-0.112054	-0.055738	0.123111	-0.134349	0.174993	-0.187196	IL	290
5AJ0_A2:2540-2542_2576-2577	0.074058	-0.101731	-0.093939	0.050273	0.046441	0.082632	0.115347	-0.127982	-0.038297	0.02226	0.052687	-0.005159	-0.194741	-0.001498	-0.179661	-0.021277	0.139356	-0.036244	0.115692	0.195656	-0.020416	0.080777	0.095233	0.037207	-0.064416	0.050148	-0.091989	-0.04536	-0.012738	0.017077	0.377934	-0.099569	0.165283	0.022458	0.139904	0.150707	-0.233915	0.059761	-0.151103	0.055136	0.035466	-0.208442	-0.130792	0.095846	0.240776	0.134977	0.183652	0.14576	0.03411	0.153983	-0.070516	-0.066537	0.004808	0.111397	0.205479	-0.111239	0.145095	-0.284357	0.046227	-0.095445	0.153885	-0.201099	0.068801	-0.034375	IL	774
5VYC_i1:163-166_640-644	-0.00887	-0.03114	-0.011654	-0.20051	0.162917	-0.016249	-0.016533	0.062759	-0.035309	-0.140629	-0.076313	-0.081664	-0.131825	-0.238767	0.056143	0.019058	0.061347	-0.050277	-0.026844	-0.038153	0.156604	-0.026795	-0.068862	-0.103114	0.088811	0.149576	-0.005777	0.062883	-0.047771	-0.028869	0.118703	0.03638	0.130477	0.074483	0.013202	0.068963	-0.005505	-0.049966	0.11073	-0.046971	0.062978	-0.018595	-0.009102	0.00438	-0.13111	0.098446	-0.109066	0.139843	-0.104993	0.119376	0.121022	0.040224	0.038983	-0.00704	0.124103	0.058937	-0.003187	-0.015898	-0.00715	-0.004536	0.013927	0.056826	0.059519	0.106623	IL	564
6Z6L_S2:1457-1460_1627-1628	-0.011421	0.0013	0.166656	0.312723	-0.032891	0.038344	0.22632	0.241104	-0.055008	0.075221	0.495071	0.063097	0.039237	-0.033116	-0.003885	-0.015363	-0.033685	0.123678	0.158511	0.119871	0.083963	-0.001619	0.17947	-0.012794	0.087252	-0.067023	-0.150517	-0.099923	-0.115692	0.049605	0.126221	-0.012609	0.076198	0.05757	0.091082	-0.144531	-0.054211	-0.006134	0.097451	-0.09301	0.020981	0.09726	0.107661	0.013881	0.098765	0.220932	0.138908	-0.077869	0.243552	0.031311	-0.053099	0.163193	-0.118144	0.117915	0.31634	-0.07194	-0.071733	0.058107	0.080404	-0.030729	0.012563	-0.270492	0.030114	-0.394016	IL	421
6Z6L_S2:1236-1238_1251-1252	0.052273	0.123666	0.020836	-0.09539	0.082291	-0.009296	0.088626	-0.075978	-0.122184	0.056556	0.207389	-0.012127	0.022912	0.08231	-0.245415	-0.058418	-0.132775	0.10744	0.218538	0.270735	0.167575	-0.114326	0.177204	0.083356	0.010409	0.211409	-0.227505	0.078468	-0.050281	-0.184079	0.165359	-0.189994	0.178738	-0.329707	-0.059954	0.060637	0.049317	0.044244	0.089675	-0.077388	0.077704	0.034689	-0.002719	-0.03104	0.216893	-0.14573	0.023984	-0.079605	0.283841	0.079705	0.043845	-0.151059	0.052315	0.014883	0.001356	-0.006866	-0.066701	-0.085932	0.047022	-0.005774	0.193575	0.01992	0.174265	-0.245959	IL	337
5VZL_B:40-42_48-50	0.164013	0.049552	-0.000847	0.061336	-0.074472	0.186744	0.1419	0.098624	0.124972	0.041062	0.079253	0.190587	-0.175141	-0.050077	-0.255563	-0.232698	-0.098809	-0.024173	0.146309	-0.00524	0.033989	-0.201024	-0.179041	0.005784	0.006036	-0.164686	0.112075	0.026299	-0.010841	-0.169773	0.193459	0.142314	-0.10861	-0.283485	-0.199128	-0.088166	0.196569	-0.131204	0.163505	0.048075	0.007427	-0.065908	0.142839	-0.050374	0.217538	-0.039655	-0.140309	-0.10514	-0.001897	0.081618	-0.174537	0.025558	-0.06012	-0.042936	0.096986	0.154512	-0.143663	-0.17249	0.113463	-0.170923	0.057593	-0.072256	0.006929	-0.078837	IL	515
6G5I_2:1636-1637_1651-1653	-0.022333	-0.054709	-0.199055	-0.14918	-0.012373	0.118438	0.122139	-0.054888	0.027463	-0.006787	0.080535	-0.114727	0.100479	0.101827	0.037455	0.007271	-0.02268	-0.194228	-0.064655	0.019507	0.210663	0.076113	0.18321	0.140347	0.267379	-0.036678	-0.398114	-0.173215	0.024365	-0.034241	0.233595	-0.076477	-0.010862	0.017297	0.036223	0.218658	-0.239164	0.058193	0.047803	-0.027215	-0.092931	-0.016236	-0.183852	-0.033573	0.183079	0.175565	-0.137531	-0.024017	0.176505	0.241874	0.100404	0.004289	-0.010565	0.151073	0.18107	0.159673	0.098804	-0.183531	-0.085403	0.056641	-0.079565	-0.192247	0.064471	0.022614	IL	43
7S0S_C:381-383_396-397	-0.021937	-0.038492	0.21583	-0.081861	0.027545	0.101533	-0.073748	-0.03499	-0.174855	-0.265028	0.117248	-0.018	0.220162	-0.001457	0.151902	0.051037	-0.035842	-0.087635	0.145905	-0.096367	0.129347	-0.191287	-0.047013	0.061375	0.125918	-0.1084	-0.084712	-0.024787	-0.168867	0.058736	0.107087	0.028235	0.060619	0.057968	0.252261	-0.127583	0.145982	-0.127799	-0.00998	0.222165	0.080174	0.081176	0.16205	0.003899	-0.03641	0.041342	-0.079388	0.047666	0.175096	0.165504	-0.016805	0.183697	0.025172	0.083067	0.213437	0.360277	-0.169403	-0.140643	0.356361	0.06397	-0.089068	0.176709	-0.009285	-0.199829	IL	1250
8CRX_A:1415-1417_1510-1513	0.104234	0.059513	0.082395	0.187587	-0.096377	0.017077	0.20974	-0.038632	-0.195856	0.028814	0.389361	0.108346	0.067805	0.05441	-0.089888	-0.054979	0.087382	0.156903	0.215115	0.285644	0.062281	-0.062132	0.059382	-0.046119	0.060436	0.065987	-0.001787	-0.021244	-0.056593	-0.144249	0.399478	-0.108899	0.020051	-0.002223	0.139109	-0.145826	0.061316	-0.026592	-0.070959	-0.012248	0.039441	-0.035364	0.014701	0.157136	0.311803	0.138047	0.146564	-0.022817	0.228866	-0.047023	-0.052785	-0.086499	0.093468	0.07235	0.35131	-0.020488	-0.032385	-0.097748	0.287769	0.018378	0.25413	-0.076423	0.109268	-0.307466	IL	781
5ZEP_A:2641-2643_2654-2655	0.023822	-0.028667	-0.061735	0.24021	-0.150308	0.090362	-0.059943	0.032092	0.135151	-0.000284	0.114167	-0.11299	0.050054	-0.022951	0.098871	-0.017679	-0.061393	-0.437802	-0.152673	0.012557	0.090487	0.04666	0.257375	0.254663	0.143168	-0.157894	-0.192423	-0.133006	0.092234	-0.037691	-0.120467	0.012756	0.066999	0.03713	-0.055504	0.006367	-0.164612	-0.109922	0.256963	0.020299	-0.087868	-0.156387	0.183239	-0.002081	0.097203	0.11883	-0.100859	0.047633	-0.051393	0.143624	0.092311	0.018158	0.079147	0.09473	-0.029432	0.132242	-0.039072	-0.164188	0.000439	0.028804	-0.121439	0.056903	-0.148879	-0.250643	IL	2330
4V61_AA:949-953_1000-1001	0.051394	-0.076936	0.009356	0.213287	-0.165723	0.065403	0.068313	-0.079207	-0.017288	0.192439	0.251586	-0.056725	-0.151627	0.187651	-0.255864	0.03544	0.197065	-0.075316	-0.142615	0.258704	0.026672	0.112424	0.220529	0.174025	-0.112907	-0.020217	-0.164438	-0.088188	0.083337	-0.061425	0.368994	-0.129972	0.060688	0.130265	0.110329	0.131745	-0.172313	-0.058291	0.005414	-0.073519	0.030842	0.035214	-0.070755	0.09987	0.307926	0.239945	0.109389	0.04821	0.031975	0.121748	0.111392	-0.097692	0.059051	0.154379	0.161305	-0.147759	0.038256	-0.203734	0.079682	0.003425	0.174571	-0.040043	0.052028	-0.213646	IL	2158
4V8E_AA:2089-2091_2454-2455	-0.003298	-0.132059	-0.14435	0.289822	-0.211098	0.078	0.0402	0.143784	0.00525	0.066914	0.50565	-0.02743	-0.060731	-0.023081	0.066293	-0.103763	0.077464	-0.157684	-0.082784	0.049733	0.360824	0.139383	0.233098	-0.02622	0.113214	-0.18697	-0.269166	-0.123552	-0.078973	0.04548	-0.115866	-0.045496	-0.007127	0.047645	0.008355	0.066783	-0.164615	0.026383	0.217581	-0.201168	-0.211352	-0.100428	-0.009217	-0.111835	0.063282	0.187689	-0.049548	-0.04071	0.225734	0.081581	0.012068	-0.011295	0.070229	0.18127	0.247771	-0.051622	0.138948	-0.109911	-0.189484	-0.026281	-0.071725	-0.291644	-0.00654	-0.378792	IL	1939
3J3V_A:2191-2193_2247-2248	0.319519	-0.037408	0.091773	0.040553	-0.082116	-0.009413	0.014226	-0.146653	0.147361	-0.055559	0.058634	-0.042741	-0.159806	0.000337	-0.055149	0.131798	0.086655	-0.00532	0.038619	0.308352	0.144905	-0.165015	-0.026158	0.024822	-0.073503	0.12643	-0.052346	0.042579	-0.140886	-0.245176	0.222922	0.085475	0.034119	0.117888	0.294254	0.012384	-0.072096	0.02121	-0.061337	0.020069	0.072518	-0.174888	0.115951	0.059633	0.088379	-0.007925	0.02111	0.07835	0.057173	0.006222	0.196224	-0.024841	0.022623	-0.119891	0.08606	0.000227	0.058992	0.01761	0.041712	0.11367	0.025342	0.169045	-0.025642	-0.084639	IL	1841
6OF6_XA:254-259_289-296	0.070668	-0.06837	-0.16224	0.175796	-0.166942	-0.04332	0.179343	0.1692	-0.087678	0.128154	0.423093	-0.030736	-0.024236	-0.049347	0.03114	0.019243	-0.04434	-0.123603	0.015263	0.393063	0.234617	0.081873	0.110135	-0.007025	0.162686	-0.000108	-0.093699	-0.105057	-0.07995	-0.244888	0.288246	-0.152642	0.121543	-0.053775	0.106476	-0.164198	0.088907	0.000715	0.118314	-0.098469	-0.17928	0.03293	-0.010346	0.081233	0.260758	0.194219	0.02227	-0.12022	0.179195	-0.08891	0.074134	0.021054	0.037893	0.038867	0.330833	-0.167107	-0.095206	-0.011146	-0.045676	-0.145329	0.179904	-0.1116	0.059842	-0.416298	IL	727
6ZN5_2:1304-1306_1319-1320	0.282858	0.195584	-0.144004	0.100113	-0.170813	-0.139915	0.198779	0.146726	0.173023	-0.016899	0.225568	-0.012197	0.022574	-0.022853	0.072239	0.064281	-0.245117	-0.185795	0.093791	0.390259	0.184238	-0.1182	0.24813	0.001066	0.072459	-0.018133	-0.163316	0.017764	-0.250764	-0.228803	-0.181247	0.039664	0.019893	-0.086762	0.116686	-0.09913	-0.06029	0.106965	0.174375	-0.129875	-0.045695	-0.258695	0.187345	-0.019213	0.02366	-0.101704	-0.087102	-0.048116	0.273402	-0.078127	0.063839	0.086697	0.065643	-0.021595	-0.002424	-0.016352	-0.045929	0.133187	-0.14201	0.078311	0.085572	0.002471	0.04827	-0.128845	IL	91
4V7Z_CA:653-654_743-745	0.16465	0.111887	0.162442	-0.187732	-0.072742	-0.033121	0.22247	0.016237	-0.117218	-0.099704	0.281244	-0.049215	0.258169	-0.123305	0.038616	0.094376	-0.143618	-0.140292	0.276459	0.195443	0.146405	-0.230451	-0.045433	0.026613	0.173464	0.023482	-0.111622	-0.17066	-0.163071	-0.009294	0.103327	-0.072025	-0.241673	0.115991	0.368146	0.079093	-0.049783	0.039158	-0.153538	-0.181761	0.115829	0.170885	0.038437	0.033485	-0.11332	0.11058	-0.076112	-0.073559	0.437288	-0.138551	0.020819	0.173311	-0.150876	-0.0839	0.234175	0.249735	-0.025976	0.106947	0.122657	0.182551	-0.002328	-0.150388	0.008795	0.010301	IL	743
6WLO_A:49-51_232-236	0.24885	0.166493	-0.094616	-0.084431	0.115087	0.025557	0.203891	0.185081	0.037874	0.040976	0.116329	-0.070399	-0.1809	-0.193056	-0.24313	0.027027	-0.009493	-0.062902	-0.029667	0.127603	0.019412	-0.105815	-0.156699	-0.003705	-0.21238	0.179323	0.103675	0.140389	0.030518	0.179614	0.083214	0.053675	-0.130391	-0.212657	-0.138419	-0.034491	0.060273	-0.06502	-0.009275	0.067153	0.126846	-0.158578	-0.04785	0.023881	0.088841	0.032229	0.058003	-0.069162	0.031721	0.018356	-0.128902	0.035103	-0.054752	-0.13646	0.103693	0.197222	0.01845	0.050363	0.175722	-0.186526	0.091127	0.022353	0.153362	-0.059079	IL	28
4WZJ_YY:2-3_24-26	0.092381	-0.20547	0.283037	-0.055566	-0.096969	0.020137	-0.016279	0.223315	0.03941	-0.113653	0.063423	0.055264	-0.248984	0.089695	-0.015477	-0.010296	-0.024231	0.011761	0.189818	0.023245	-0.09948	-0.196483	-0.208766	-0.03995	-0.167373	0.039774	0.040513	0.017595	-0.094408	0.170906	0.187291	0.137369	-0.156447	-0.015923	0.024215	-0.112751	0.258582	-0.080256	0.044659	0.09903	0.167771	0.157762	0.06792	0.058371	-0.209217	0.118198	0.01446	-0.108964	0.161707	0.20051	-0.094301	0.19516	-0.194956	-0.066172	0.103202	0.378578	-0.122054	0.066877	0.362158	-0.120102	0.034654	0.138633	0.029133	-0.125015	IL	317
4V7E_Aa:2442-2443_2503-2505	-0.059057	0.163828	-0.020577	-0.036994	0.137186	0.084919	0.003311	-0.3432	-0.078462	-0.078266	-0.029151	0.117616	0.21318	0.050428	-0.216705	-0.435166	-0.058552	0.2997	0.220987	-0.16207	0.033533	-0.331405	-0.11973	0.071388	-0.110436	0.048737	0.055844	0.013239	-0.005405	-0.232692	0.173312	0.232258	-0.09061	-0.188	-0.145583	-0.095069	0.171796	-0.289211	0.061675	-0.082261	0.151358	0.108431	0.029165	0.117851	0.223335	-0.296091	-0.19803	0.05881	0.049231	0.127998	-0.254784	-0.121444	0.022084	-0.046874	-0.058757	0.145485	0.026199	-0.193642	0.250683	-0.178419	0.137866	0.042947	0.090841	-0.122728	IL	1131
4UJC_A3:100-102_128-131	0.263381	0.160314	0.187604	-0.022614	-0.054065	0.073808	0.219394	0.066355	-0.134531	-0.026623	0.306643	0.01701	0.072904	-0.015455	-0.159028	0.185563	0.063971	-0.006866	0.20625	0.287464	-0.023078	-0.076004	0.117941	0.001435	0.016477	-0.009584	0.027505	-0.070192	-0.101584	-0.021344	0.270903	-0.116574	-0.001069	0.023793	0.246021	0.012614	-0.074312	0.002619	-0.133745	-0.03748	0.057711	-0.087307	0.045069	0.07444	0.130286	0.070729	0.068456	-0.088984	0.270557	0.011605	-0.002369	-0.03048	-0.015592	-0.025776	0.300592	0.049468	-0.025961	0.024505	0.238236	0.214973	0.127246	-0.147367	0.077414	-0.143133	IL	1544
5XYM_A:1418-1419_1468-1470	0.070663	-0.014033	-0.027996	-0.26391	0.053803	0.018586	0.006586	-0.00564	-0.272312	-0.183158	0.26378	-0.009521	0.198728	0.148394	-0.062001	-0.031061	-0.136475	-0.016795	0.188252	0.03615	0.234251	-0.179711	0.046774	0.009578	0.117193	-0.120183	-0.299906	0.057314	-0.334883	-0.075574	0.014361	-0.096717	0.017176	-0.205389	0.28544	-0.025887	0.212724	0.004676	0.000148	0.030806	0.139128	0.252631	0.00227	-0.217354	-0.029872	-0.056808	-0.112207	-0.155417	0.484443	0.176469	0.052297	0.092941	0.116264	0.138492	0.235694	0.261907	-0.190121	-0.067755	0.178314	0.085362	0.026212	0.063111	0.222953	-0.223961	IL	2130
5LMN_A:241-245_275-281	0.068037	0.090393	0.194281	0.05095	-0.018619	0.020614	0.048809	0.019836	-0.023375	-0.031962	0.354885	-0.011653	0.066387	-0.108969	0.004688	0.179936	0.020072	0.015842	0.163522	0.31715	-0.054321	-0.007081	0.033543	-0.014141	0.03718	0.123142	-0.010665	0.019258	-0.020002	0.023238	0.258992	-0.217394	-0.029053	0.042341	0.033322	-0.040737	-0.151395	0.015422	-0.100617	-0.002591	0.191602	0.016387	0.122081	0.086195	0.160839	0.248639	0.215797	0.072142	0.156363	0.006566	0.025791	0.044165	0.025584	-0.042341	0.266153	-0.025022	-0.058957	0.008107	0.17395	0.105239	0.039514	0.051918	0.026719	-0.207791	IL	745
6QZP_S2:1105-1106_1391-1393	0.16474	0.162998	0.041217	0.047659	0.075669	-0.11057	0.161178	0.134712	0.135297	0.01647	0.285952	-0.00006	-0.186751	-0.027602	-0.175538	0.128688	0.033763	0.050555	0.124445	0.395396	0.202228	0.107583	0.32644	-0.079981	-0.00606	0.043986	-0.279076	0.064571	-0.06474	-0.208498	0.069847	-0.167877	0.277196	-0.159938	-0.072618	-0.136596	-0.019508	0.188713	0.229597	-0.072626	0.044663	-0.122742	0.081533	-0.069179	0.215917	-0.028812	0.039713	-0.093953	0.260032	0.181216	0.092642	0.041709	-0.009155	0.134978	0.163289	-0.07785	-0.092621	0.123094	-0.111845	0.065085	0.138668	-0.129771	0.145745	-0.218684	IL	542
7MT7_a:685-689_700-707	0.020773	-0.155907	-0.370515	-0.086592	0.068723	-0.087526	0.2245	0.072098	0.068275	-0.13951	-0.017785	0.155466	-0.178859	-0.180503	0.137756	-0.103477	0.040816	0.014139	0.058215	0.152213	0.11653	0.003819	0.050843	-0.166072	0.220037	-0.067143	-0.067725	-0.084714	-0.096801	-0.055726	0.322832	0.083308	0.230784	0.004299	-0.058381	-0.067537	0.117537	-0.029664	0.131011	0.040946	-0.102122	-0.134865	-0.065887	0.052189	0.284533	0.163666	-0.066528	0.095917	-0.08101	0.094544	-0.16293	0.090563	0.032712	0.172695	0.139391	-0.148842	0.000806	-0.142826	-0.032621	-0.275047	0.046905	-0.235494	0.131347	-0.030555	IL	387
6WLU_A:23-25_62-63	0.272887	-0.086114	0.080763	0.163109	-0.184615	0.15908	0.225574	0.196842	0.274684	0.045903	0.167146	0.115891	-0.367699	0.130839	-0.318994	0.082992	0.140651	-0.013589	-0.069016	0.298359	0.10687	-0.02856	0.016769	-0.110609	-0.12168	-0.187307	0.068916	0.01597	-0.102758	0.000582	0.23459	0.056603	-0.124175	-0.020083	0.010826	0.070026	0.036086	-0.004564	0.101846	0.091585	-0.007744	-0.333502	0.16962	-0.169383	0.246785	0.167498	0.009867	-0.12353	0.052296	0.069316	0.007665	0.037488	-0.083957	-0.01147	0.137876	0.058483	-0.025529	-0.043971	0.019952	-0.034479	-0.013856	-0.119156	0.041265	-0.052959	IL	902
5AJ0_B1:305-311_327-334	0.060282	0.032454	0.128844	0.27615	-0.072583	0.076155	0.178869	0.061392	-0.134035	0.110051	0.404631	-0.042875	-0.000508	-0.08446	-0.155337	0.106699	0.051802	0.056737	0.269845	0.348868	0.080072	0.168116	0.056931	-0.005733	0.109411	0.23519	-0.069028	-0.009097	0.001511	-0.162782	0.404073	-0.221766	0.276284	-0.031138	0.022755	-0.142664	-0.158396	0.023638	-0.055244	0.00501	-0.089071	-0.043577	-0.04309	0.149589	0.331522	0.16691	0.134046	0.057017	0.103796	-0.046152	-0.035109	-0.012887	0.014057	-0.019644	0.417293	-0.197051	-0.004438	0.015013	0.124385	-0.062128	0.180411	-0.145818	0.088915	-0.321598	IL	1442
6XYW_2:89-91_92-93	0.038556	0.067286	-0.125602	-0.02157	0.073911	-0.139608	0.11086	0.142863	-0.006828	-0.034847	0.213675	-0.152478	0.004662	-0.002219	-0.074375	0.103406	-0.04737	0.125255	-0.01325	0.419478	0.342265	0.055269	0.206049	-0.004569	0.003278	0.15534	-0.24608	0.100987	-0.074413	0.022634	0.181228	-0.183836	0.157304	0.006272	0.197216	0.08372	-0.059592	0.17373	0.17861	-0.121237	-0.054967	-0.009757	-0.061514	0.023914	0.252655	0.088703	-0.040599	0.009658	0.303412	0.144054	0.081153	0.008535	-0.052297	0.05578	0.065147	-0.026661	0.012345	0.109573	-0.131429	0.140934	-0.01683	-0.053926	0.125393	0.009982	IL	2162
7OIF_1:875-878_897-900	-0.144389	0.248571	-0.153247	0.064646	0.177354	-0.236975	0.145266	-0.05286	-0.054492	-0.18791	0.107341	0.235648	0.045687	0.008356	-0.005771	-0.004441	0.041683	-0.192598	0.082579	0.299792	-0.129551	-0.026302	0.108339	-0.01273	-0.243138	0.068588	0.071654	-0.037461	-0.174305	0.14965	0.025155	-0.156821	-0.011103	0.062881	0.102848	-0.066424	-0.020476	0.03054	-0.108896	0.12023	0.092102	-0.017984	0.190134	0.074075	0.094089	-0.062276	0.079244	0.150221	0.34006	0.027168	-0.204173	0.078386	0.147595	0.256217	0.159459	0.361411	0.05669	0.177644	0.214959	-0.173843	0.101	0.094841	0.28532	-0.261401	IL	1047
5VYC_i4:1579-1582_1596-1601	0.086504	0.016538	-0.055499	0.006787	-0.032607	0.189908	0.015752	-0.052078	-0.086112	0.0305	0.073884	-0.057253	0.10551	-0.024466	-0.070317	0.009233	-0.018326	-0.200358	-0.090382	0.116347	0.090542	0.075794	0.013081	0.055943	0.035158	-0.022015	-0.160668	-0.082617	-0.026984	-0.069669	0.074465	-0.04931	0.030067	-0.065527	0.074826	0.045549	-0.072076	-0.034801	-0.018236	0.027314	-0.089061	-0.084466	-0.079215	0.035951	0.129006	-0.043806	-0.138488	-0.144513	0.085005	0.172788	-0.00596	-0.131762	-0.030575	0.05341	0.158747	0.079313	0.093941	-0.145915	-0.004051	-0.059904	0.065167	0.013756	-0.029781	-0.199067	IL	1069
6IP8_2m:1340-1343_1807-1811	0.285436	0.046574	0.117187	-0.038253	-0.141398	-0.017069	-0.056873	-0.043012	0.157344	0.001532	-0.048503	-0.214622	-0.131647	0.077064	-0.019886	0.027938	-0.191183	-0.114848	0.056454	0.289264	0.078805	-0.086558	0.02532	0.157716	0.033071	0.303712	-0.104566	0.144019	-0.134831	-0.259822	0.053072	0.100354	0.054625	-0.147213	0.079619	-0.110648	0.038506	0.102547	-0.077706	0.074446	0.096063	-0.036448	0.048276	0.016171	-0.027209	-0.095432	-0.192428	0.091181	0.115144	-0.019643	0.099215	0.033725	0.010248	-0.199253	0.032196	0.136892	-0.040754	0.12542	0.036176	0.01515	0.070502	0.224023	0.06692	-0.042296	IL	1089
7OIF_1:1685-1690_1695-1701	-0.140352	0.13629	-0.180645	-0.121655	-0.118001	-0.012082	-0.109914	0.100561	-0.179445	-0.064431	0.086688	-0.0195	0.011971	-0.194711	-0.024368	0.005442	-0.024437	-0.028264	-0.102352	0.059536	0.050395	0.045731	-0.011949	-0.016834	0.110826	-0.00959	0.247891	-0.007519	0.078762	0.000522	0.05214	-0.200941	-0.105047	0.131058	0.000326	-0.009939	-0.025924	0.022255	0.058397	-0.176386	-0.107769	0.241342	0.019178	0.121963	-0.137849	0.077685	-0.060406	-0.200828	0.094312	-0.020501	0.111014	-0.03849	-0.003022	0.114464	0.185625	0.039896	-0.214982	0.036657	-0.141566	0.097614	0.119615	0.049279	0.022893	-0.020883	IL	273
